id,nome,pais_original,pais_corrigido,nearest_cc,nearest_city,latitude,longitude,dist_km,hotel_count,status,nota
120,Aracati,PT,BR,BR,Santa Luzia,-5.310998,-35.66412,20.9,0,Revisar (distância alta),
152,Arua,PT,FR,FR,Mont-de-Marsan,44.06039,-0.350866,22.2,2,Revisar (distância alta),
154,Aruba,NL,AW,AW,Santa Cruz,12.50136,-69.96185,2.3,4,OK,
165,Atar,PT,SS,SS,Malakal,9.33746,31.407885,35.2,1,Revisar (distância alta),
166,Atenas,GR,IT,IT,Ceggia,45.63453,12.6868,6.8,8,OK,
175,Áustria,AT,IT,IT,Bagno a Ripoli,43.7604,11.30066,2.0,8,OK,
185,Bagan,PT,MM,MM,Nyaung-U,21.131712,94.862366,9.0,8,OK,
192,Baie Ste. Anne,PT,CA,CA,Beaurivage,47.04726,-64.96257,40.6,0,Revisar (distância alta),
229,Barra do Quaraí,BR,UY,UY,Bella Unión,-30.208946,-57.550514,7.3,1,OK,
233,Barroquinha,PT,BR,BR,Igarapé Grande,-4.642327,-44.952866,11.0,0,OK,
234,Bartsam,PT,BT,BT,Trashigang,27.37254,91.598755,6.2,0,OK,
264,Bielorrússia,RU,BY,BY,Druzhny,53.42506,27.697136,25.8,1,Revisar (distância alta),
294,Brabante do Norte,PT,NL,NL,Waspik,51.66667,5.0,4.4,0,OK,
310,Brod,PT,BA,BA,Foča,43.486576,18.746937,3.4,0,OK,
313,Brunei,PT,BN,BN,Liang,4.413715,114.56539,30.3,1,Revisar (distância alta),
322,Cabo Canaveral,PT,US,US,Cape Canaveral,28.451355,-80.528305,9.0,0,OK,
366,Camocim,PT,BR,BR,Carnaubal,-4.131118,-40.874928,8.5,17,OK,
386,Cantão de Isabela,PT,PH,PH,San Mariano,17.0,122.0,2.4,0,OK,
387,Cantão de São Cristóvão,PT,BR,BR,Santo Cristo,-22.9,-43.23333,3.3,0,OK,
393,Capital (Venezuela),VE,AR,AR,San Juan,-31.54493,-68.56254,3.6,2,OK,
420,Castro Laboreiro,PT,ES,ES,Celanova,42.030533,-8.159337,21.7,1,Revisar (distância alta),
426,Cataratas do Iguaçu,BR,AR,AR,Puerto Iguazú,-25.693905,-54.43654,17.3,1,Revisar (distância alta),
436,Chacala,PT,BO,BO,Colchani,-20.172693,-66.86354,15.9,5,Revisar (distância alta),
445,Chhumey,PT,BT,BT,Jakar,27.493576,90.699425,8.1,0,OK,
454,Chinguetti,PT,MR,MR,Atar,20.463434,-12.366484,71.1,1,Revisar (distância alta),
460,Cidade do Kuwait,PT,BR,BR,Foz do Iguaçu,-25.532696,-54.600166,2.1,0,OK,
462,Cidade do Panamá,BR,MX,MX,Azcapotzalco,19.462324,-99.177246,2.9,0,OK,
471,Clarendon,PT,US,US,Pampa,34.935936,-100.89058,67.0,1,Revisar (distância alta),
506,Coreia do Norte,KR,KP,KP,Yŏch’im-dong,40.37366,127.08704,36.3,0,Revisar (distância alta),
514,Costa do Marfim,PT,CI,CI,Bodokro,7.989737,-5.567946,17.4,0,Revisar (distância alta),
525,Cuba,CU,US,US,Olean,42.21757,-78.27529,20.1,8,Revisar (distância alta),
532,Curaçao,PT,CW,CW,Willemstad,12.117649,-68.93092,4.9,5,OK,
549,Deothang,GB,BT,BT,Samdrup Jongkhar,26.86258,91.47308,7.6,0,OK,
550,De Philae a Abu Simbel,EG,SD,SD,Wadi Halfa,22.3457,31.61624,66.2,5,Revisar (distância alta),
562,Disneyland Resort Paris,US,FR,FR,Lagny-sur-Marne,48.86785,2.77863,4.5,7,OK,
563,Disneyland Resort Paris/Disneyland Paris,PT,FR,FR,Lagny-sur-Marne,48.86785,2.77863,4.5,1,OK,
564,Disneyland Resort Paris/Disney Village,PT,FR,FR,Esbly,48.87042,2.79082,4.2,6,OK,
574,Dourado,PT,BR,BR,Aratiba,-27.428738,-52.230484,7.9,0,OK,
602,El Tajín,PT,MX,MX,Papantla de Olarte,20.430176,-97.381256,6.1,0,OK,
610,Erongaricuaro,PT,MX,MX,Pátzcuaro,19.588808,-101.72131,14.4,2,OK,
621,Estados Federados da Micronésia,AU,FM,FM,Weno,8.606235,151.83275,129.0,1,Corrigido,País da Micronésia
625,Estrada Austral,AR,CL,CL,Viña del Mar,-33.002216,-71.51905,3.9,3,OK,
632,Extremo Oriente,JP,CL,CL,Osorno,-40.5732,-73.110306,2.0,0,OK,
673,Fuerteventura,PT,ES,ES,Antigua,28.400377,-14.004869,2.7,7,OK,
674,Fujino,PT,JP,JP,Sapporo,42.9365,141.29509,15.1,0,Revisar (distância alta),
683,Galveston,PT,US,US,La Marque,29.387226,-94.99274,2.9,8,OK,
687,Garapan,PT,MP,MP,Saipan,15.207085,145.72086,3.7,0,OK,
692,Gavião Peixoto,PT,BR,BR,Nova Europa,-21.837753,-48.49285,9.6,0,OK,
701,Goa,PT,IN,IN,Curchorem,15.300454,74.08551,4.8,0,OK,
716,Gray Summit,PT,US,US,Pacific,38.490177,-90.81618,6.6,2,OK,
741,Hakone,PT,JP,JP,Odawara,35.232365,139.10689,5.4,8,OK,
763,Huatajata,PT,BO,BO,San Pedro,-16.208857,-68.700485,16.3,0,Revisar (distância alta),
773,Icaraí,PT,BR,BR,Niterói,-22.9042,-43.1057,2.3,0,OK,
779,Iguatu,PT,BR,BR,Ubiratã,-24.71704,-53.086555,21.6,0,Revisar (distância alta),
781,Ilha Brava,PT,BR,BR,Alpercata,-18.938555,-42.039837,7.8,0,OK,
783,Ilha da Boa Vista,PT,BR,BR,Abaré,-8.653101,-39.22397,14.2,3,OK,
784,Ilha das Mulheres,MX,BR,BR,Conceição das Alagoas,-20.115147,-48.34772,22.7,0,Revisar (distância alta),
786,Ilha de Páscoa,ES,CL,CL,Hanga Roa,-27.12593,-109.34959,8.0,1,OK,
790,Ilha do Fogo,PT,MZ,MZ,Micolene,-17.233202,38.87909,67.1,0,Revisar (distância alta),
792,Ilha do Mel,PT,BR,BR,Paranaguá,-25.53453,-48.310745,21.6,2,Revisar (distância alta),
793,Ilha dos Cocos,FR,BR,BR,Paraty,-23.200516,-44.58118,13.6,0,OK,
797,Ilhas de Kerama,PT,FR,FR,Quimper,48.023914,-4.095044,3.1,1,OK,
800,Ilhas Salomão,GB,SB,SB,Buala,-8.705394,159.10707,82.0,6,Revisar (distância alta),
821,Ischgl,PT,AT,AT,Landeck,47.012024,10.291317,25.2,3,Revisar (distância alta),
856,Itupeva,PT,BR,BR,Medeiros Neto,-17.486542,-40.471535,29.4,0,Revisar (distância alta),
857,Ituzaingó,PT,AR,AR,Castelar,-34.65833,-58.667145,2.5,0,OK,
867,Jakar,PT,MY,MY,Sarikei,2.043684,111.49383,8.5,5,OK,
884,Jinja,PT,UG,UG,Kakira,0.575157,33.28053,7.5,8,OK,
893,Jordânia,PT,SA,SA,Qurayyat,31.166704,36.941628,42.3,2,Revisar (distância alta),
914,Khaling,PT,IN,IN,Leh,34.333897,76.97767,58.8,0,Revisar (distância alta),
926,Koure,PT,NE,NE,Kollo,13.310915,2.57563,25.6,0,Revisar (distância alta),
927,Kourou,PT,ML,ML,Ténenkou,14.485037,-4.962145,5.8,4,OK,
940,Laguna Yema,PT,AR,AR,Ingeniero Guillermo N. Juárez,-24.25395,-61.242302,73.7,2,Revisar (distância alta),
942,La Libertad,PT,PE,PE,Otuzco,-8.0,-78.5,14.4,3,OK,
952,Las Colimas,PT,US,US,La Verne,34.144413,-117.75502,5.0,1,OK,
976,Linden,PT,US,US,Atlanta,33.012352,-94.36547,21.9,1,Revisar (distância alta),
977,Lindóia,PT,BR,BR,Itacoatiara,-2.90796,-59.05347,72.5,3,Revisar (distância alta),
986,Loncopué,PT,AR,AR,Chos Malal,-38.073177,-70.61441,83.0,0,Revisar (distância alta),
1033,Malargüe,PT,AR,AR,San Rafael,-35.46838,-69.58473,148.3,0,Revisar (distância alta),
1039,Mambucaba,PT,BR,BR,Angra dos Reis,-23.025,-44.5175,20.5,0,Revisar (distância alta),
1057,Marcote,CH,ES,ES,Ocaña,39.964516,-3.379113,10.2,1,OK,
1085,Melgaço,PT,ES,ES,Celanova,42.039192,-8.19663,23.6,8,Revisar (distância alta),
1100,Mingun,PT,MM,MM,Mandalay,22.041794,96.01882,10.0,0,OK,
1110,Mojave,PT,US,US,California City,35.05247,-118.173965,19.0,3,Revisar (distância alta),
1126,Monte Saint-Michel,PT,FR,FR,Avranches,48.635525,-1.510257,12.5,0,OK,
1138,Motuca,PT,BR,BR,Rincão,-21.509586,-48.150383,11.9,0,OK,
1139,Mount Olive (Illinois),PT,US,US,Staunton,39.07222,-89.72717,8.7,2,OK,
1178,Nicósia (Norte),PT,CY,CY,Ágios Dométios,35.21165,33.33119,4.3,8,OK,
1203,Novo Laredo,PT,BR,BR,Ribeirão das Neves,-19.80238,-44.00698,9.2,8,OK,
1224,Oriente Médio,PT,CO,CO,Silvia,2.52246,-76.39219,10.4,0,OK,
1261,Países Bálticos,PT,LV,LV,Dreiliņi,56.917202,24.225681,3.1,1,OK,
1265,Palestina,DE,EC,EC,Colimes,-1.631898,-79.92733,13.4,5,OK,
1273,Panmunjeom,KR,KP,KP,Kaesŏng,37.955868,126.67701,10.9,8,OK,
1275,Pantanal,BR,BO,BO,Puerto Quijarro,-17.675068,-57.455338,35.1,2,Revisar (distância alta),
1301,Parque de uKhahlamba Drakensberg,PT,ZA,ZA,Glencoe,-28.200449,30.15621,2.6,2,OK,
1302,Parque Estadual da Serra do Tabuleiro,PT,BR,BR,Paulo Lopes,-27.962252,-48.82168,13.6,0,OK,
1304,Parque Estadual de Vila Velha,PT,BR,BR,Ponta Grossa,-25.232994,-50.0117,21.5,0,Revisar (distância alta),
1320,Parque Nacional de Comoé,PT,CI,CI,Assinie-Mafia,5.14774,-3.165876,13.9,7,OK,
1321,Parque Nacional de Garamba,PT,NI,NI,Managua,12.104069,-86.2905,5.4,1,OK,
1322,Parque Nacional de Gorilas de Mgahinga,PT,GB,GB,Stranraer,54.84213,-5.11632,8.8,5,OK,
1323,Parque Nacional de Kahuzi-Biega,PT,GB,GB,Stranraer,54.84213,-5.11632,8.8,1,OK,
1324,Parque Nacional de Kakum,PT,NI,NI,Managua,12.104069,-86.2905,5.4,1,OK,
1325,Parque Nacional de Luangwa Sul,PT,GB,GB,Stranraer,54.84213,-5.11632,8.8,1,OK,
1326,Parque Nacional de Manovo-Gounda St. Floris,PT,FR,FR,Merville,50.62824,2.57045,5.3,4,OK,
1328,Parque Nacional de Mole,PT,IT,IT,Bussoleno,45.15673,7.16957,2.7,1,OK,
1329,Parque Nacional de Murchison Falls,PT,UG,UG,Pakwach,2.27653,31.68908,29.7,2,Revisar (distância alta),
1330,Parque Nacional de Nahanni,PT,NI,NI,Managua,12.104069,-86.2905,5.4,7,OK,
1331,Parque Nacional de Niokolo-Koba,PT,GN,GN,Youkounkoun,13.07712,-12.72712,74.3,1,Revisar (distância alta),
1332,Parque Nacional dos Lagos de Plitvice,HR,SI,SI,Apače,46.67196,15.92369,3.1,8,OK,
1334,Parque Nacional de Rwenzori,PT,NI,NI,Managua,12.104069,-86.2905,5.4,1,OK,
1335,Parque Nacional de Salonga,PT,NI,NI,Managua,12.104069,-86.2905,5.4,2,OK,
1336,Parque Nacional de Sete Cidades,PT,BR,BR,Piracuruca,-4.098124,-41.715492,18.9,1,Revisar (distância alta),
1337,Parque Nacional de Simien,PT,NI,NI,Managua,12.104069,-86.2905,5.4,1,OK,
1338,Parque Nacional de Taï,PT,ES,ES,Vielha,42.57127,0.959937,19.8,1,Revisar (distância alta),
1339,Parque Nacional de Tassili n'Ajjer,PT,GB,GB,Stranraer,54.84213,-5.11632,8.8,1,OK,
1340,Parque Nacional de Ubajara,PT,BR,BR,Frecheirinha,-3.769339,-40.8879,8.0,2,OK,
1341,Parque Nacional de Virunga,PT,CD,CD,Lubero,-0.34706,29.5388,39.4,1,Revisar (distância alta),
1344,Parque Nacional do Banco de Arguim,PT,GB,GB,Stranraer,54.84213,-5.11632,8.8,1,OK,
1347,Parque Nacional do Lago Malawi,PT,MW,MW,Monkey Bay,-14.059423,34.887222,4.1,1,OK,
1348,Parque Nacional dos Everglades,PT,BR,BR,Londrina,-23.35102,-51.210014,6.6,5,OK,
1349,Parque Nacional do Vale de Kidepo,PT,BR,BR,Itatiaia,-22.467604,-44.584522,3.8,1,OK,
1350,Parque Nacional Impenetrável de Bwindi,PT,UG,UG,Kanungu,-1.08056,29.66139,19.8,1,Revisar (distância alta),
1351,Parque Nacional Marinho de St. Anne,PT,US,US,Kankakee,41.02503,-87.71392,16.2,1,Revisar (distância alta),
1353,Parque Nacional W,PT,AR,AR,Mburucuyá,-28.019934,-58.07309,15.5,1,Revisar (distância alta),
1368,Parque Provincial dos Dinossauros,PT,BR,BR,Campo Magro,-25.336777,-49.442375,3.7,0,OK,
1369,Parque Transfronteiriço de Ai-Ais/Richtersveld,PT,,,Aussenkehr,-28.76823,17.05955,56.8,3,Corrigido,
1381,Pedra de Lume (Ilha do Sal),PT,CV,CV,Espargos,16.76376,-22.89349,5.5,0,OK,
1391,Perito Moreno,US,AR,AR,Sarmiento,-46.591587,-70.92552,181.6,8,Corrigido,Glaciar na Patagônia Argentina
1403,Picos,PT,BR,BR,Itiúba,-10.631535,-39.900948,8.5,2,OK,
1404,Piedade,PT,IN,IN,Chimbel,15.523768,73.898674,4.3,1,OK,
1487,Puerto Velasco Ibarra,PT,EC,EC,Puerto Ayora,-1.275114,-90.48654,62.5,7,Revisar (distância alta),
1488,Puerto Villamil,PT,EC,EC,Puerto Ayora,-0.956111,-90.96558,76.3,8,Revisar (distância alta),
1503,Puerto Quijarro,PT,BR,BR,Corumbá,-19.004408,-57.71571,6.6,3,OK,
1512,Rarotonga,PT,CK,CK,Avarua,-21.236832,-159.77748,3.3,8,OK,
1527,Reserva da Natureza do Vallée de Mai,PT,SC,SC,Baie Sainte Anne,-4.332,55.74007,2.0,0,OK,
1528,Reserva de Caça Ajai,PT,CL,CL,Cunco,-38.96681,-71.64653,33.5,0,Revisar (distância alta),
1530,Reserva de Fauna dos Ocapis,PT,CD,CD,Wamba,1.720928,28.523476,75.6,0,Revisar (distância alta),
1531,Reserva de Shai Hills,PT,GH,GH,Akropong,5.90838,0.06144,17.8,0,Revisar (distância alta),
1538,Reserva Natural de Aïr e Ténéré,PT,CL,CL,Cunco,-38.96681,-71.64653,33.5,0,Revisar (distância alta),
1546,Reserva Natural Integral do Tsingy de Bemaraha,PT,MG,MG,Antsalova,-18.6667,44.75,14.0,0,OK,
1589,Rota da Seda,CN,LV,LV,Valka,57.65,25.75,20.8,0,Revisar (distância alta),
1615,Salvaterra,PT,ES,ES,Moraleja,39.880413,-6.912034,29.9,4,Revisar (distância alta),
1623,San Antonio de los Cobres,PT,AR,AR,San Salvador de Jujuy,-24.217674,-66.31787,103.9,8,Revisar (distância alta),
1629,San Gimignano,PT,IT,IT,Poggibonsi,43.4678,11.043212,8.5,6,OK,
1703,Santuário de Fauna de de Agumatsa,PT,CL,CL,Limache,-32.97977,-71.26713,3.8,0,OK,
1708,São Bonifácio,PT,BR,BR,Paulo Lopes,-27.900908,-48.93261,25.4,5,Revisar (distância alta),
1717,São Francisco de Itabapoana,PT,BR,BR,São João da Barra,-21.453743,-41.145298,22.9,2,Revisar (distância alta),
1762,São Raimundo Nonato,PT,BR,BR,São Miguel do Guamá,-1.708,-47.50408,9.3,0,OK,
1778,Sayulita,PT,MX,MX,Bucerías,20.868925,-105.440704,16.4,5,Revisar (distância alta),
1783,Seligman,PT,US,US,Pea Ridge,36.5208,-93.939064,17.4,8,Revisar (distância alta),
1801,Sierra Colorada,PT,AR,AR,Cervantes,-40.587585,-67.75685,173.3,0,Revisar (distância alta),
1802,Sigave,PT,WF,WF,Leava,-14.274337,-178.15456,2.2,0,OK,
1809,Síria,PT,SY,SY,Tadmur,34.640186,39.04941,70.6,0,Revisar (distância alta),
1829,Sri Lanka,PT,LK,LK,Matale,7.555494,80.71378,13.9,3,OK,
1831,St. Clair,PT,US,US,Clinton,38.059296,-93.79455,34.4,2,Revisar (distância alta),
1832,St. James,PT,FR,FR,Avranches,48.5232,-1.32375,18.1,2,Revisar (distância alta),
1835,St. Robert,PT,FR,FR,Terrasson-Lavilledieu,45.25494,1.293566,13.9,8,OK,
1839,Sul da Ásia,PT,KR,KR,Siheungdong,37.46331,126.95012,3.7,0,OK,
1841,Sumaré,PT,BR,BR,Itacarambi,-14.89869,-44.268127,29.5,0,Revisar (distância alta),
1852,Tafí del Valle,PT,AR,AR,Famaillá,-26.851974,-65.710815,38.0,1,Revisar (distância alta),
1854,Tahoua,PT,NE,NE,Tchin Tabaradèn,16.157675,5.328265,58.0,0,Revisar (distância alta),
1863,Tanegashima,PT,JP,JP,Nōkan,30.591848,130.9959,4.3,0,OK,
1864,Tang,PT,CN,CN,Dingzhou,38.744743,114.97305,25.6,8,Revisar (distância alta),
1865,Tangamandapio,PT,MX,MX,Tarecuato,19.890148,-102.46566,5.2,8,OK,
1875,Tarawa,PT,NG,NG,Dakingari,11.589992,3.970292,11.9,3,OK,
1905,Terra do Fogo,ES,AR,AR,Río Grande,-54.381523,-67.5679,66.7,0,Revisar (distância alta),
1923,Tobacco Caye,PT,BZ,BZ,Dangriga,16.898266,-88.061676,19.9,6,Revisar (distância alta),
1925,Tobuna,BR,AR,AR,San Pedro,-26.469713,-53.891476,27.5,0,Revisar (distância alta),
1926,Tocuaro,PT,MX,MX,Pátzcuaro,19.53889,-101.69416,9.3,0,OK,
1929,Tolhuin,PT,AR,AR,Ushuaia,-54.51135,-67.195404,79.4,0,Revisar (distância alta),
1932,Tongatapu,PT,TO,TO,Nuku‘alofa,-21.166706,-175.1982,3.3,7,OK,
1976,Tottori,PT,JP,JP,Misasa,35.355507,133.86786,6.5,8,OK,
1980,Trairi,PT,BR,BR,Serra Caiada,-6.151376,-35.69024,5.8,0,OK,
1990,Trilha Inca,PT,PE,PE,Quillabamba,-13.184423,-72.588776,37.4,0,Revisar (distância alta),
1992,Trinidad e Tobago,PT,TT,TT,Sangre Grande,10.746691,-61.084007,18.5,1,Revisar (distância alta),
1997,Tsodilo,PT,BW,BW,Shakawe,-18.790106,21.747517,48.3,0,Revisar (distância alta),
2002,Tupungato,PT,AR,AR,Mendoza,-33.372765,-69.14757,60.6,0,Revisar (distância alta),
2010,Upolu,PT,US,US,Waimea,20.265102,-155.85962,33.2,8,Revisar (distância alta),
2012,Ura,PT,RU,RU,Malmyzh,56.4537,50.463,15.3,0,Revisar (distância alta),
2029,Vale dos Dinossauros,BR,AR,AR,Puerto Iguazú,-25.592503,-54.516903,5.7,2,OK,
2048,Wamrong,PT,BT,BT,Pemagatshel,27.136993,91.57124,20.0,0,Revisar (distância alta),
2060,Vava'u,PT,TO,TO,Neiafu,-18.623146,-174.00214,3.7,8,OK,
2072,Xcalak,PT,BZ,BZ,San Pedro,18.270376,-87.83596,41.7,5,Revisar (distância alta),
2081,Viajar economicamente,BE,ES,ES,Sevilla,37.369076,-5.999419,2.8,0,OK,
2084,Yadi,PT,NE,NE,Tibiri,13.902016,7.007051,38.0,0,Revisar (distância alta),
2092,Zâmbia,GB,ZM,ZM,Mumbwa,-14.518912,27.558989,74.3,8,Revisar (distância alta),
2094,Zinacantán,PT,MX,MX,San Cristóbal de las Casas,16.760412,-92.721794,9.5,0,OK,
2106,Vila Nova Sintra,PT,GW,GW,Bolama,11.678638,-15.366787,16.4,6,Revisar (distância alta),
2117,Villa Mercedes,PT,VE,VE,Timotes,9.047259,-70.716095,7.7,7,OK,
2124,Victoria,AR,AU,AU,Strathfieldsaye,-36.59861,144.67801,36.9,8,Revisar (distância alta),
2127,Vietnã,TH,VN,VN,Bà Nà,15.926665,107.96509,6.6,15,OK,
2155,Furnas,PT,US,US,Holdrege,40.179127,-99.8981,53.4,0,Revisar (distância alta),
2170,Enviken,US,SE,SE,Falun,60.810234,15.754437,24.0,0,Revisar (distância alta),
2182,Asten,PT,DE,DE,Tittmoning,48.097786,12.723793,5.2,0,OK,
2198,Lukla,PT,NP,NP,Lobuche,27.688972,86.730675,29.9,1,Revisar (distância alta),
2199,Namche Bazaar,PT,NP,NP,Lobuche,27.804167,86.70979,18.8,1,Revisar (distância alta),
2216,Caminho da Iluminação,PT,BR,BR,Passo Fundo,-28.236574,-52.4363,4.1,0,OK,
2218,Phong Nha-Ke Bang,PT,VN,VN,Xuân Sơn,17.555265,106.112305,22.7,5,Revisar (distância alta),
2243,Cidades Históricas,PT,ES,ES,Don Benito,38.96727,-5.960276,8.6,0,OK,
2245,Dengue,PT,AO,AO,Lumbala,-14.811026,20.756878,107.5,0,Revisar (distância alta),
2249,Baixa Galileia,PT,BR,BR,Santa Filomena,-9.103291,-45.410294,56.2,1,Revisar (distância alta),
2261,Parque Arqueológico de Angkor,PT,ES,ES,Natahoyo,43.566677,-5.705379,3.5,0,OK,
2270,Alvito,PT,IT,IT,Sora,41.688465,13.743264,11.3,1,OK,
2284,Lua,PT,FR,FR,Mimizan,44.23073,-0.98509,19.7,0,Revisar (distância alta),
2295,Roma/Roma Velha,PT,BR,BR,Vila Velha,-20.43607,-40.342926,12.9,1,OK,
2301,Neeritter,NL,BE,BE,Kinrooi,51.162827,5.802829,4.7,8,OK,
2320,Moxico,PT,AO,AO,Cameia,-12.72872,21.273764,124.7,0,Revisar (distância alta),
2327,Belmonte,PT,ES,ES,Las Pedroñeras,39.559284,-2.703812,12.4,8,OK,
2355,Tsabong,PT,BW,BW,Tshabong,-26.021746,22.401007,5.8,0,OK,
2358,Bhaktapur,PT,NP,NP,Madhyapur Thimi,27.671114,85.42617,4.0,6,OK,
2370,Siracusa,US,PR,PR,Eleanor Roosevelt,18.391949,-66.02987,4.5,3,OK,
2403,Ko Chang,TH,MM,MM,Kawthoung,9.832075,98.45298,19.8,8,Revisar (distância alta),
2405,Ko Lipe,TH,MY,MY,Padang Mat Sirat,6.487591,99.30247,49.9,8,Revisar (distância alta),
2406,Paro,BT,ID,ID,Kenyam,-4.384065,138.23149,29.4,5,Revisar (distância alta),
2411,Pai,TH,RU,RU,Podporozh’ye,61.207226,34.441944,36.3,8,Revisar (distância alta),
2423,Vinh,VN,CN,CN,Zigong,29.44574,104.414764,36.9,4,Revisar (distância alta),
2427,Chukhung,PT,NP,NP,Lobuche,27.904665,86.87137,7.7,0,OK,
2429,Praia do Rosa,PT,BR,BR,Garopaba,-28.129454,-48.641697,12.1,6,OK,
2447,Djibuti (cidade),PT,DJ,DJ,Tadjoura,11.83333,42.5,41.9,0,Revisar (distância alta),
2449,Adamstown,PT,US,US,Ballenger Creek,39.310913,-77.475235,7.7,0,OK,
2463,Viana,PT,ES,ES,Logroño,42.515472,-2.371344,8.5,1,OK,
2464,Rangel,PT,CO,CO,Montecristo,8.254102,-74.497246,5.5,5,OK,
2488,Disneylândia,PT,BR,BR,Itabirito,-20.18048,-43.9669,19.1,3,Revisar (distância alta),
2537,Crawford (Nebraska),DE,US,US,Chadron,42.686726,-103.41332,37.3,17,Revisar (distância alta),
2538,Khumbu,PT,NP,NP,Lobuche,27.9693,86.82854,3.0,0,OK,
2542,Ticino,IT,CH,CH,Biasca,46.33519,8.75259,16.9,8,Revisar (distância alta),
2544,Point Roberts,US,CA,CA,Tsawwassen,48.984703,-123.0678,3.7,13,OK,
2548,La Macarena,PT,CO,CO,Puerto Lleras,2.183383,-73.78579,102.4,4,Revisar (distância alta),
2585,Kent,US,GB,GB,Ashford,51.207073,0.721036,12.6,8,OK,
2728,Cuangar,AO,,,Nkurenkuru,-17.609768,18.622328,3.6,0,Corrigido,
2731,Dirico,AO,,,Ndiyona,-17.984703,20.776932,10.1,0,Corrigido,
2733,Rivungo,AO,ZM,ZM,Senanga,-16.328007,22.024546,134.7,0,Corrigido,
2737,Cazengo,PT,AO,AO,N'dalatando,-9.30815,14.79858,12.5,0,OK,
2751,Namacunde,AO,,,Helao Nafidi,-17.304886,15.84221,11.1,0,Corrigido,
2772,Alishan,PT,TW,TW,Lugu,23.515036,120.80975,26.4,12,Revisar (distância alta),
2773,Alta Galileia,PT,IL,IL,Safed,33.0,35.5,3.9,6,OK,
2774,Galileia Ocidental,PT,DE,DE,Kröpeliner-Tor-Vorstadt,54.066517,12.119124,2.5,4,OK,
2775,Mar da Galileia,PT,IL,IL,Tiberias,32.800846,35.588974,5.4,6,OK,
2817,Parque Nacional Coiba,PT,PA,PA,Soná,7.372716,-81.71668,83.3,1,Revisar (distância alta),
2819,Colônia Pimentel,PT,DO,DO,Las Guáranas,19.21667,-70.16667,5.1,6,OK,
2823,Lilongué,PT,MW,MW,Lilongwe,-13.987511,33.768143,3.1,0,OK,
2831,Davie,PT,US,US,Mocksville,35.937515,-80.54649,5.0,5,OK,
2876,Abkhazia,RU,GE,GE,Sokhumi,43.150024,41.22998,25.2,2,Revisar (distância alta),
2882,Abu Simbel,EG,SD,SD,Wadi Halfa,22.360964,31.617912,67.8,12,Revisar (distância alta),
2884,Abydos,EG,TR,TR,Çanakkale,40.194298,26.411268,4.3,6,OK,
2938,Agios Ioannis,GR,CY,CY,Tséri,35.074825,33.17812,13.2,6,OK,
2948,Aguas Calientes,PE,AR,AR,San Pedro de Jujuy,-24.584251,-64.92321,39.7,27,Revisar (distância alta),
2957,Ai-Ais Richtersveld Transfrontier Park,ZA,US,US,Colby,39.11251,-100.35875,67.5,8,Revisar (distância alta),
2980,Oslo region,NO,SZ,SZ,Hluti,-27.237926,31.64171,5.7,4,OK,
2995,Akyaka,TR,AM,AM,Azatan,40.740013,43.62381,17.3,4,Revisar (distância alta),
3016,Alba County,RO,US,US,Lindale,32.792942,-95.63441,37.3,2,Revisar (distância alta),
3050,Aleppo,SY,US,US,Moundsville,39.823967,-80.44618,27.5,36,Revisar (distância alta),
3054,Alexander Bay,ZA,,,Oranjemund,-28.594788,16.482647,7.2,2,Corrigido,
3113,Along the Grand Canal,CN,US,US,Newport Beach,33.60669,-117.88922,3.9,4,OK,
3126,Skiing and snowboarding,AU,US,US,Green Bay,44.509754,-87.94832,5.8,2,OK,
3129,Alsace,FR,US,US,Ladera Heights,33.982155,-118.41228,3.7,1,OK,
3132,Alta,NO,US,US,Storm Lake,42.67369,-95.30399,8.5,12,OK,
3161,Amalfi Coast,IT,AU,AU,Broken Hill,-31.912083,141.46983,6.2,6,OK,
3178,Ambato,EC,MG,MG,Sadabe,-18.598822,47.49461,22.0,6,Revisar (distância alta),
3180,Amber Road,IT,US,US,Wytheville,37.008892,-81.27254,18.0,27,Revisar (distância alta),
3191,Amelia Island,ES,US,US,Fernandina Beach,30.607738,-81.46009,6.9,12,OK,
3194,American Samoa,US,AS,AS,Pago Pago,-14.297124,-170.71315,2.4,2,OK,
3220,Amsterdam/Canal District,NL,IT,IT,Alba,44.79532,7.99373,11.1,48,OK,
3227,Amsterdam/West,NL,CM,CM,Foumbot,5.5,10.66667,3.9,29,OK,
3268,Aner Dam Wildlife Sanctuary,IN,US,US,Azle,32.90874,-97.58419,3.9,1,OK,
3273,Angel Fire,MX,US,US,Taos,36.39309,-105.28501,25.8,9,Revisar (distância alta),
3277,Angle Inlet,US,CA,CA,Kenora,49.34302,-95.06367,62.8,13,Revisar (distância alta),
3359,Apure,CO,VE,VE,Elorza,7.047318,-68.798294,77.2,5,Revisar (distância alta),
3397,Arctic,US,RO,RO,Văcăreşti,44.87482,25.513878,3.7,1,OK,
3422,Arisaig,GB,CA,CA,Antigonish,45.760136,-62.162556,20.4,7,Revisar (distância alta),
3424,Arizona,MX,US,US,Camp Verde,34.395344,-111.763275,20.5,8,Revisar (distância alta),
3462,Aruba,NL,AW,AW,Santa Cruz,12.501363,-69.961845,2.3,5,OK,
3475,Ascension,PT,SH,SH,Georgetown,-7.942,-14.357895,6.1,13,OK,
