hotel_id,nome,old_destino_id,pais_code,razao
365865,Maeklong Railway Market,28466,,
365866,Hanoi Train Street,28466,VN,cidade
428217,Hotel Herzogs Park,21626,,
428218,Hotel Krone,21626,,
428515,Premier Inn Newport Telford Hotel,21867,,
430268,Swiss Inn Resort El Arish Hotel,22974,,
430351,Fairfield Inn and Suites,23042,,
430352,Hampton Inn,23042,,
431073,Camping Lac Lafontaine Cottage & RV Resort,23603,,
431074,Motel La Cheminee,23603,,
431075,Best Western Hotel St. Jerome,23603,,
432794,Americas Best Value Inn,24748,,
432795,Best Western Plus Deridder Inn & Suites,24748,,
433130,Listowel Arms Hotel,24977,IE,cidade
435305,Hotel Meson la Noria,26640,,
435306,Hotel CH,26640,,
435366,Motel North,26699,,
435478,Hotel Lawrence,26807,,
435479,Sheel Hotel,26807,,
435480,Ship Hotel,26807,,
435481,Grand Hotel,26807,,
435660,Fonda Eva Martin,27036,,
435661,Hotel D'Cervantes,27036,,
435662,Hotel Las Galeritas de San Sebastián Villas,27036,,
436209,Motel Welden,27552,,
600790,Hotel Quinta Minera,27095,,
600791,"Hotel Regina ""El Llano""",27095,,
600792,Hotel Ray 4 Hermanos,27095,,
600793,Hotel Real de Conde,27095,,
649588,Alojamento 46036,22523,,
649589,Alojamento 46037,22523,,
649590,Alojamento 46038,22523,,
649591,Alojamento 46039,22523,,
649592,Alojamento 46040,22523,,
649593,Alojamento 46041,22523,,
656243,Mountain Sea Hotel,27523,,
