hotel_id,nome,fonte,old_destino_id,bracket_hints
287775,Palace of Ajuda,hotel_centroid,21867,
287776,Palace of Queluz,hotel_centroid,21867,
287777,Royal Palace of Romania,hotel_centroid,21867,
287778,Cotroceni Palace,hotel_centroid,21867,
428515,Premier Inn Newport Telford Hotel,hotel_centroid,21867,
289207,"[[Amsterdam]], Netherlands",local,22000,Amsterdam
289209,"[[Cambridge]], England",local,22000,Cambridge
289210,"[[Edinburgh]], Scotland",local,22000,Edinburgh
289211,"[[Glasgow]], Scotland",local,22000,Glasgow
289212,"[[London]], England",local,22000,London
289213,[[Worcester (England),local,22000,
289214,"[[York]], England",local,22000,York
289215,"[[Yerevan]], Armenia",local,22000,Yerevan
289216,"[[Bayreuth]], Germany",local,22000,Bayreuth
289217,"[[Berlin]], Germany",local,22000,Berlin
289218,"[[Bonn]], Germany",local,22000,Bonn
289221,"[[Dresden]], Germany",local,22000,Dresden
289222,"[[Eisenach]], Germany",local,22000,Eisenach
289225,"[[Halle]], Germany",local,22000,Halle
289226,"[[Hamburg]], Germany",local,22000,Hamburg
289227,"[[Leipzig]], Germany",local,22000,Leipzig
289228,"[[Munich]], Germany",local,22000,Munich
289232,"[[Salzburg]], Austria",local,22000,Salzburg
289234,"[[Weimar]], Germany",local,22000,Weimar
289235,"[[Żelazowa Wola]], Poland",local,22000,Żelazowa Wola
289236,"[[Bordeaux]], France",local,22000,Bordeaux
289237,"[[Lille]], France",local,22000,Lille
289238,"[[Montfort-l'Amaury]], France",local,22000,Montfort-l'Amaury
289239,"[[Paris]], France",local,22000,Paris
289240,"[[Saint-Germain-en-Laye]], France",local,22000,Saint-Germain-en-Laye
289241,"[[Strasbourg]], France",local,22000,Strasbourg
289242,"[[Aranjuez]], Spain",local,22000,Aranjuez
289244,"[[Lisbon]], Portugal",local,22000,Lisbon
289261,Villa Gilardi,local,22004,
289271,Villa delle Marcelline,local,22004,
289612,Bigallo - Chapel of Saint Grato,local,22038,
289613,Lierna Alp,local,22038,
289615,Calivazzo Col,local,22038,
289616,Mount Palagia,local,22038,
289617,Esino Alp,local,22038,
289618,Col of the Alp,local,22038,
289620,Ortanella,local,22038,
290937,East Gippsland Rail Trail website,local,22148,
291006,Kirstenbosch National Botanical Garden,gmaps_not_found,22161,
291008,Namib-Naukluft National Park,gmaps_not_found,22161,
291009,China National Botanical Garden,gmaps_not_found,22161,
291010,Qinling National Botanical Garden,gmaps_not_found,22161,
291011,South China National Botanical Garden,gmaps_not_found,22161,
291012,Yuyuan Garden,gmaps_not_found,22161,
291013,Bogor Botanical Gardens,gmaps_not_found,22161,
291014,National Botanical Garden of Iran,gmaps_not_found,22161,
291015,Batu Pahat Botanical Park,gmaps_not_found,22161,
291016,[[Kuala Lumpur/Botanical Garden,gmaps_not_found,22161,
291017,Melaka Botanical Garden,gmaps_not_found,22161,
291018,National Botanical Garden Shah Alam,gmaps_not_found,22161,
291019,Penang Botanic Gardens,gmaps_not_found,22161,
291020,Putrajaya Botanical Garden,gmaps_not_found,22161,
291021,Rimba Ilmu Botanical Gardens,gmaps_not_found,22161,
291022,Zaharah Botanic Gardens,gmaps_not_found,22161,
291023,National Kandawgyi Gardens,gmaps_not_found,22161,
291024,Singapore Botanic Gardens,gmaps_not_found,22161,
291025,Botanic Garden Meise,gmaps_not_found,22161,
291026,Kaisaniemi Botanic Garden,gmaps_not_found,22161,
291027,Hatanpää Arboretum,gmaps_not_found,22161,
291028,Jardin botanique de Bordeaux,gmaps_not_found,22161,
291029,Jardin des Plantes,gmaps_not_found,22161,
291030,Palmengarten,gmaps_not_found,22161,
291032,National Botanic Gardens,gmaps_not_found,22161,
291033,Medici Villas and Gardens,gmaps_not_found,22161,
291034,Botanic Garden,gmaps_not_found,22161,
291035,Arctic Alpine Botanic Garden,gmaps_not_found,22161,
291037,Stora Alvaret,gmaps_not_found,22161,
291038,"Royal Botanic Gardens, Kew",gmaps_not_found,22161,
291319,Pargas tourist information,local,22181,
291320,Archipelago Trail description,local,22181,
291321,Visit Turku,hotel_centroid,22181,
291905,Aletsch Glacier,local,22222,
291906,Jungfraujoch,hotel_centroid,22222,
291907,Oeschinen Lake,hotel_centroid,22222,
291908,Southern Lötschberg ramp,hotel_centroid,22222,
291909,Hohtürli Pass,hotel_centroid,22222,
291910,Anenhütte,hotel_centroid,22222,
291911,Hotel Grimsel Hospiz,hotel_centroid,22222,
291912,Hotel Fafleralp,hotel_centroid,22222,
291913,Konkordia Hut,hotel_centroid,22222,
291914,Hollandia Hut,hotel_centroid,22222,
429029,Arena Hotel,hotel_centroid,22222,
429030,Armon Yam hotel,hotel_centroid,22222,
295557,Santa's Village and Sportsland Theme Park,gmaps_not_found,22523,
295558,[[Drøbak]],geo_not_found,22523,Drøbak
295559,[[Rovaniemi]],gmaps_not_found,22523,Rovaniemi
649588,Alojamento 46036,gmaps_not_found,22523,
649589,Alojamento 46037,gmaps_not_found,22523,
649590,Alojamento 46038,gmaps_not_found,22523,
649591,Alojamento 46039,gmaps_not_found,22523,
649592,Alojamento 46040,gmaps_not_found,22523,
649593,Alojamento 46041,gmaps_not_found,22523,
299026,"[[Stockholm]], Sweden",geo_not_found,22784,Stockholm
299027,Blackeberg,geo_not_found,22784,
299028,"[[Ystad]], Sweden",geo_not_found,22784,Ystad
299029,"[[Copenhagen]], Denmark",geo_not_found,22784,Copenhagen
299030,[[Copenhagen/Nørrebro,geo_not_found,22784,
299031,Oslo Opera House,geo_not_found,22784,
299032,"[[Lillehammer]], Norway",geo_not_found,22784,Lillehammer
299033,Öresund-Bridge,geo_not_found,22784,
299034,Borgafjäll,geo_not_found,22784,
299035,"[[Lappeenranta]], Finland",geo_not_found,22784,Lappeenranta
299036,"[[Tampere]], Finland",geo_not_found,22784,Tampere
299037,[[Siglufjörður]],geo_not_found,22784,Siglufjörður
299505,Crossing the Oued Siyad,gmaps_not_found,22817,
299506,Café Blue House,gmaps_not_found,22817,
299507,Turnoff to Ait Yassine and Aferkat,gmaps_not_found,22817,
299508,"Bus stop, turnoff to Labyar",gmaps_not_found,22817,
299509,Simple restaurant,gmaps_not_found,22817,
299510,Settlement Rass Oumlil with Restaurant and Magasin,gmaps_not_found,22817,
299511,Viewpoint,gmaps_not_found,22817,
299512,Crossing the Oued Draa,gmaps_not_found,22817,
299513,Camping Atlantique Tantan,gmaps_not_found,22817,
299514,Camp Sables d'Or,gmaps_not_found,22817,
299515,Camping Equinox Tan Tan,gmaps_not_found,22817,
299516,Riad Essadia,gmaps_not_found,22817,
299517,Hotel La Belle Vue,gmaps_not_found,22817,
299518,Café Asfi,gmaps_not_found,22817,
299519,Restaurant Bergach,gmaps_not_found,22817,
299520,Oued crossing,gmaps_not_found,22817,
299522,Devil's hole,gmaps_not_found,22817,
299523,Akhfenir,gmaps_not_found,22817,
299524,Hotel Restaurant Atlas,gmaps_not_found,22817,
299525,Hotel Sahara Beach,gmaps_not_found,22817,
299526,Pâtisserie Oumaïma,gmaps_not_found,22817,
299527,Gas station,gmaps_not_found,22817,
299528,Hôtel La Corniche,gmaps_not_found,22817,
299529,La Courbine d'argent,gmaps_not_found,22817,
299530,Rosa Frei Photography,gmaps_not_found,22817,
299532,Hotel Canalina,gmaps_not_found,22817,
299533,Cafe Boufous,gmaps_not_found,22817,
299534,Attijariwafa bank,gmaps_not_found,22817,
299535,Pharmacie de Place Saint Exupery,gmaps_not_found,22817,
299536,Post,gmaps_not_found,22817,
299537,Snack Restaurant Le9 Delice,gmaps_not_found,22817,
299538,Marché municipial,gmaps_not_found,22817,
299539,Banque Populaire,gmaps_not_found,22817,
299540,BMCE,gmaps_not_found,22817,
299542,Royal Air Maroc,gmaps_not_found,22817,
299543,Ensemble Artisanale,gmaps_not_found,22817,
299544,Spanish Cathedrale Franz von Assisi,gmaps_not_found,22817,
430024,Paibaiyun Hotel,gmaps_not_found,22817,
430025,Guangyuan Queen Hot Spring Hotel,gmaps_not_found,22817,
430026,Lavande Hotel,gmaps_not_found,22817,
300417,"Disneyland Park, California",local,22898,
300419,"Disneyland Paris, France",local,22898,
300425,[[Death Valley National Park]],local,22898,Death Valley National Park
300427,Hardangerjøkulen,local,22898,
300428,[[Redwood National Park]],local,22898,Redwood National Park
300430,[[Salar de Uyuni]],local,22898,Salar de Uyuni
301306,[[O.R. Tambo International Airport,gmaps_not_found,22974,
301307,[[Zayed International Airport,gmaps_not_found,22974,
301308,[[Ngurah Rai International Airport,gmaps_not_found,22974,
301309,[[Kempegowda International Airport,gmaps_not_found,22974,
301310,[[Suvarnabhumi Airport]] (,gmaps_not_found,22974,Suvarnabhumi Airport
301311,[[Beijing Capital Airport,gmaps_not_found,22974,
301312,[[Beijing Daxing International Airport,gmaps_not_found,22974,
301313,[[Gimhae International Airport,gmaps_not_found,22974,
301314,[[Indira Gandhi International Airport,gmaps_not_found,22974,
301315,[[Hamad International Airport,gmaps_not_found,22974,
301316,[[Dubai International Airport,gmaps_not_found,22974,
301317,[[Guangzhou Baiyun International Airport,gmaps_not_found,22974,
301318,[[Hong Kong International Airport,gmaps_not_found,22974,
301319,[[Soekarno-Hatta International Airport,gmaps_not_found,22974,
301320,[[Kuala Lumpur International Airport,gmaps_not_found,22974,
301321,[[Ninoy Aquino International Airport,gmaps_not_found,22974,
301322,[[Kualanamu International Airport,gmaps_not_found,22974,
301323,[[Chhatrapati Shivaji Maharaj International Airport,gmaps_not_found,22974,
301324,[[Chubu Centrair International Airport,gmaps_not_found,22974,
301325,[[Kansai International Airport,gmaps_not_found,22974,
301326,[[Incheon International Airport,gmaps_not_found,22974,
301327,[[Shanghai Pudong International Airport,gmaps_not_found,22974,
301328,[[Singapore Changi Airport,gmaps_not_found,22974,
301329,[[Taiwan Taoyuan International Airport,gmaps_not_found,22974,
301330,[[Ben Gurion Airport]] (,gmaps_not_found,22974,Ben Gurion Airport
301331,[[Tokyo Haneda Airport,gmaps_not_found,22974,
301332,[[Tokyo Narita Airport,gmaps_not_found,22974,
301333,[[Schiphol Airport]] (,gmaps_not_found,22974,Schiphol Airport
301334,[[Barcelona El Prat Airport,gmaps_not_found,22974,
301335,[[Berlin Brandenburg International Airport,gmaps_not_found,22974,
301336,[[Copenhagen Airport]] (,gmaps_not_found,22974,Copenhagen Airport
301337,[[Dublin Airport]],gmaps_not_found,22974,Dublin Airport
301338,[[Frankfurt Airport]] (,gmaps_not_found,22974,Frankfurt Airport
301339,[[Helsinki Airport]] (,gmaps_not_found,22974,Helsinki Airport
301340,[[Istanbul New Airport,gmaps_not_found,22974,
301341,[[Lisbon Airport]] (,gmaps_not_found,22974,Lisbon Airport
301342,[[Heathrow Airport]] (,gmaps_not_found,22974,Heathrow Airport
301343,[[Gatwick Airport]] (,gmaps_not_found,22974,Gatwick Airport
301344,[[Stansted Airport]] (,gmaps_not_found,22974,Stansted Airport
430268,Swiss Inn Resort El Arish Hotel,gmaps_not_found,22974,
302211,Maison Guiette,geo_not_found,23042,
302213,Cité Frugès,geo_not_found,23042,
302214,Villa Savoye et loge du jardiner,geo_not_found,23042,
302215,Immeuble locatif à la Porte Molitor,geo_not_found,23042,
302216,Unité d’habitation,geo_not_found,23042,
302217,La Manufacture à Saint-Dié,geo_not_found,23042,
302218,Chapelle Notre-Dame-du-Haut de Ronchamp,geo_not_found,23042,
302219,Cabanon de Le <!--(sic)--> Corbusier,geo_not_found,23042,
302220,Couvent Sainte-Marie-de-la-Tourette,geo_not_found,23042,
302221,Maison de la Culture de Firminy,geo_not_found,23042,
302222,Weissenhof Estate,geo_not_found,23042,
302224,National Museum of Western Art,geo_not_found,23042,
302225,Villa Le Lac,geo_not_found,23042,
430351,Fairfield Inn and Suites,gmaps_not_found,23042,
430352,Hampton Inn,gmaps_not_found,23042,
304288,Museum Kura Hulanda,local,23214,
304290,Bois Caïman,local,23214,
304293,Abraham Lincoln Presidential Library and Museum,local,23214,
304295,Whitney Plantation,local,23214,
304296,Evergreen Plantation,local,23214,
305012,[[Pyongyang]],gmaps_not_found,23291,Pyongyang
305013,Squid Sundae,gmaps_not_found,23291,
305014,Hwangnam-ppang,gmaps_not_found,23291,
305015,Jagalchi Fish Market,gmaps_not_found,23291,
305016,Gijang Crab Market,gmaps_not_found,23291,
305017,Honghap Jjim - Mussel stew,gmaps_not_found,23291,
305018,[[Uijeongbu]],gmaps_not_found,23291,Uijeongbu
430624,Bio Hotel Miramar,gmaps_not_found,23291,
306595,The final race at Terminal Island,local,23433,
308947,[[London]],hotel_centroid,23603,London
308948,[[Liverpool]],hotel_centroid,23603,Liverpool
308949,Rock and Roll Hall of Fame and Museum,local,23603,
308950,Memphis Rock 'n' Soul Museum,hotel_centroid,23603,
308951,Graceland,local,23603,
308952,Buddy Holly Crash Site,hotel_centroid,23603,
308953,Bethel Woods Center for the Arts,hotel_centroid,23603,
308954,ABBA the Museum,hotel_centroid,23603,
308955,Finnish Music Hall of Fame,hotel_centroid,23603,
308956,Metallica House,hotel_centroid,23603,
308957,Blueberry Hill,hotel_centroid,23603,
308958,Bodom Bar & Sauna,hotel_centroid,23603,
431073,Camping Lac Lafontaine Cottage & RV Resort,hotel_centroid,23603,
431074,Motel La Cheminee,hotel_centroid,23603,
431075,Best Western Hotel St. Jerome,hotel_centroid,23603,
311506,Schäufele,gmaps_not_found,23827,
311507,"Gasthaus ""Zur Hulda""",gmaps_not_found,23827,
311508,Brauerei Greifenklau,gmaps_not_found,23827,
311509,Frankenwald Confiserie & Café Bauer,gmaps_not_found,23827,
311510,Werksverkauf Esther Pralinen,gmaps_not_found,23827,
311511,Schamel Meerrettich,gmaps_not_found,23827,
311512,Kochs Meerrettich Fabrikverkauf,gmaps_not_found,23827,
311513,Bamberger Hörnla,gmaps_not_found,23827,
311514,Erlebnisernte Hofladen,gmaps_not_found,23827,
311515,Herb and Spice Museum Kaulfuss,gmaps_not_found,23827,
311516,Conditorei-Museum,gmaps_not_found,23827,
311517,Bavarian Brewery and Bakery Museum,gmaps_not_found,23827,
431421,Asad Babil Hotel (Lion of Babylon),gmaps_not_found,23827,
313880,Herbert and Katherine Jacobs House,local,24001,
313883,Darwin D. Martin House Complex,local,24001,
314011,A-Line Ferry,gmaps_not_found,24011,
314012,Marix Line,gmaps_not_found,24011,
314013,Seikan Ferry,gmaps_not_found,24011,
314014,Tsugaru Kaikyō Ferry,gmaps_not_found,24011,
315372,Liminganlahti Visitor Centre,local,24112,
315563,War Remnants Museum,local,24127,
317655,Zinkensdamm metro station,geo_not_found,24280,
317656,Hornsgatan,geo_not_found,24280,
317657,Yttersta Tvärgränd,geo_not_found,24280,
317658,Skinnarviksberget,geo_not_found,24280,
317659,Lundagatan,geo_not_found,24280,
317660,Lundabron,geo_not_found,24280,
317662,M/S Patricia,geo_not_found,24280,
317663,Monteliusvägen,geo_not_found,24280,
317664,Ivar Lo-museet,geo_not_found,24280,
317666,Hornsgatspuckeln,geo_not_found,24280,
317667,Maria Magdalena Church,gmaps_not_found,24280,
317668,Freyja,geo_not_found,24280,
317669,Söderleden,geo_not_found,24280,
317670,Grafiska Sällskapet,gmaps_not_found,24280,
317672,Västerbron,geo_not_found,24280,
317675,Stockholm City Hall,gmaps_not_found,24280,
317677,Stockholm Cathedral,gmaps_not_found,24280,
317679,Globen,geo_not_found,24280,
317680,Slussen Showroom,geo_not_found,24280,
317681,Södermalmstorg,gmaps_not_found,24280,
317682,Humor,geo_not_found,24280,
317684,Gondolen,geo_not_found,24280,
317685,Almgrens sidenväveri,gmaps_not_found,24280,
317686,Konsthantverkarna,geo_not_found,24280,
317687,Södra Teatern Bar,geo_not_found,24280,
317688,Mural painting,gmaps_not_found,24280,
317689,Katarina Church,geo_not_found,24280,
317693,Fjällgatan,gmaps_not_found,24280,
317694,Anna Lindhagens Museum,geo_not_found,24280,
317912,Military Manpower Administration,local,24303,
317915,Famagusta/Larnaca Enlistment Office,local,24303,
318496,Santio border guard station,gmaps_not_found,24340,
318497,Haapasaari,gmaps_not_found,24340,
318843,[[Antarctica]],local,24368,Antarctica
318844,[[Tierra del Fuego]],hotel_centroid,24368,Tierra del Fuego
318845,[[Falkland Islands]],local,24368,Falkland Islands
318846,"[[Phillip Island]], Victoria",local,24368,Phillip Island
318847,"Penguin Island, [[Rockingham (Western Australia)",local,24368,
318848,[[Tasmania]],local,24368,Tasmania
318849,"[[Macquarie Island]], Tasmania",local,24368,Macquarie Island
318850,[[New Zealand]],local,24368,New Zealand
318851,South Africa,hotel_centroid,24368,
318852,[[Galapagos Islands]],local,24368,Galapagos Islands
318853,[[Kangaroo Island]],local,24368,Kangaroo Island
318854,[[Great Australian Bight Marine Park]],local,24368,Great Australian Bight Marine Park
319843,[[Kuala Lumpur/Old City Centre#Stadium Merdeka,local,24441,
319844,[[Kuala Lumpur/Old City Centre#Merdeka 118,local,24441,
319845,[[Kuala Lumpur/Old City Centre#Kwai Chai Hong,local,24441,
319846,[[Kuala Lumpur/Old City Centre#Petaling Street,local,24441,
319847,Wan Tan Mee Food Stall,local,24441,
319848,[[Kuala Lumpur/Old City Centre#Central Market,local,24441,
319849,[[Kuala Lumpur/Old City Centre#Sin Sze Si Ya Temple,local,24441,
319850,[[Kuala Lumpur/Old City Centre#Merdeka Square,local,24441,
319851,[[Kuala Lumpur/Old City Centre#Sultan Abdul Samad Building,local,24441,
319852,River of Life walkway,local,24441,
319853,[[Kuala Lumpur/Old City Centre#Masjid Jamek,local,24441,
319854,[[Kuala Lumpur/Golden Triangle#Muzium Telekom,local,24441,
319855,[[Kuala Lumpur/Golden Triangle#St. John's Cathedral,local,24441,
319856,KL Forest Eco-Park Canopy Walk,local,24441,
319857,[[Kuala Lumpur/Golden Triangle#Kuala Lumpur Tower,local,24441,
319858,Changkat Bukit Bintang,hotel_centroid,24441,
319859,[[Kuala Lumpur/Golden Triangle#Jalan Alor Food Stalls,local,24441,
319860,Street Art,hotel_centroid,24441,
319861,Halab,local,24441,
319862,Bukit Bintang junction,hotel_centroid,24441,
319863,[[Kuala Lumpur/Golden Triangle#Pavilion Kuala Lumpur,local,24441,
319864,KLCC-Bukit Bintang Pedestrian Walkway,local,24441,
319865,[[Kuala Lumpur/Golden Triangle#Aquaria KLCC,local,24441,
319866,[[Kuala Lumpur/Golden Triangle#KLCC Park,local,24441,
319867,[[Kuala Lumpur/Golden Triangle#Petronas Twin Towers,local,24441,
319868,[[Kuala Lumpur/North of City Centre#Saloma Link Bridge,local,24441,
319869,[[Kuala Lumpur/North of City Centre#Bazaar Baru Chow Kit,local,24441,
432358,Yunfu Hotel,hotel_centroid,24441,
432359,Yinhu Hotel Yunfu,hotel_centroid,24441,
432360,Jinjiang Inn Yunfu,hotel_centroid,24441,
432361,Century Golden Source Hotel Yunfu,hotel_centroid,24441,
323686,[[Aachen,hotel_centroid,24748,
323687,[[Avignon]],hotel_centroid,24748,Avignon
323688,[[Barcelona]],hotel_centroid,24748,Barcelona
323689,[[Battle]],hotel_centroid,24748,Battle
323690,[[Bremen]],hotel_centroid,24748,Bremen
323691,[[Bruges]],hotel_centroid,24748,Bruges
323692,[[Carcassonne]],hotel_centroid,24748,Carcassonne
323693,[[Constantinople]],hotel_centroid,24748,Constantinople
323694,"[[Cordoba (city, Spain)",hotel_centroid,24748,
323695,[[Dubrovnik]],hotel_centroid,24748,Dubrovnik
323696,[[Florence]],hotel_centroid,24748,Florence
323697,[[Genoa]],hotel_centroid,24748,Genoa
323698,[[Granada]],hotel_centroid,24748,Granada
323699,[[Kraków]],hotel_centroid,24748,Kraków
323700,[[Lübeck]],hotel_centroid,24748,Lübeck
323701,[[Malbork]],local,24748,Malbork
323702,[[Nördlingen]],hotel_centroid,24748,Nördlingen
323703,[[Novgorod]],hotel_centroid,24748,Novgorod
323704,[[Prague]],hotel_centroid,24748,Prague
